,names,scores,logfoldchanges,pvals,pvals_adj
10060,Gaa,0.9313204,0.08391559,0.3517409277952891,0.4711406813722737
10061,Gm10273,0.9312268,0.36964467,0.35178742129114193,0.47116750180453926
10062,AC109617.2,0.9311204,2.007129,0.35188438752470486,0.4712619139221839
10063,Zhx2,0.9307134,0.29330558,0.3520549694828452,0.47141942802938724
10064,2210417A02Rik,0.9305919,1.1024002,0.3521252558863035,0.4714780769351739
10065,C1qtnf9,0.9299763,0.6577369,0.3524369292648689,0.47171797435255786
10066,Birc2,0.9295663,0.07503366,0.3526511242354474,0.47193369005270014
10067,Tex11,0.92935723,1.1344807,0.35276570455129463,0.47205153668719324
10068,Itgb7,0.92924416,0.3097887,0.35281390751040986,0.4720805497771402
10069,Kif12,0.9289425,0.065721184,0.35297561186601156,0.472261416958434
10070,Cnnm3,0.9266177,0.107545145,0.35417839888804015,0.4736727759042506
10071,Gm10130,0.92659295,0.8403633,0.35419014872390875,0.4736727759042506
10072,Gm43951,0.9261583,0.30952013,0.35441453244104315,0.4739372456953323
10073,Gpr183,0.9254431,1.2040122,0.354803645710831,0.4743818842306526
10074,Oprl1,0.9252896,0.29766178,0.3548720233087712,0.4743818842306526
10075,Trim25,0.9252659,0.09837099,0.3548802904727736,0.4743818842306526
10076,2210008F06Rik,0.9247796,0.39044848,0.35513589719473804,0.47468791545140326
10077,Ptbp2,0.9245233,0.05539583,0.35527190491419247,0.4748340522205005
10078,Gm10062,0.9243462,0.7303386,0.35535877938449945,0.4749145035696441
10079,Cdan1,0.924028,0.15362778,0.35552548489152114,0.47502327442119596
10080,Rev1,0.9240191,0.071831435,0.3555331884883046,0.47502327442119596
10081,Hivep3,0.9235097,0.39289936,0.3557936431534303,0.4752815645876968
10082,Lrrc29,0.9234535,0.5027956,0.3558250685854759,0.4752878748928014
10083,1520401A03Rik,0.9230894,1.6576525,0.3560381635643046,0.47546547463760386
10084,Hamp,0.9228749,1.7486659,0.35615461724107045,0.47555322082072254
10085,Msi1,0.92249346,0.08700098,0.3563275644664978,0.4756854655138311
10086,Slc41a1,0.92236745,0.12791316,0.35638996449957594,0.4756854655138311
10087,Panx2,0.92171437,0.3841908,0.35672922837873167,0.4760768147344175
10088,Grip1os3,0.9216995,0.84141564,0.3567366603891944,0.4760768147344175
10089,Gm10389,0.91986316,1.769765,0.35772738646769775,0.47718431348358964
10090,Slc13a4,0.91966814,1.0302657,0.35779702977871186,0.47720568934969815
10091,Gm17746,0.91948646,0.44393113,0.35789174533314916,0.47729625136210796
10092,Hemk1,0.91929334,0.17690562,0.3579952014185339,0.47738179267371855
10093,Tmem268,0.91926813,0.14317137,0.3580095253034533,0.47738179267371855
10094,Pkp1,0.9184609,0.75394386,0.3584370688576751,0.47784450461853034
10095,Zfp65,0.9183793,0.11248789,0.3584734189199098,0.47785717492506513
10096,Grm2,0.9181378,1.5462531,0.3586175670090517,0.47794195064099426
10097,Gm44000,0.9175375,1.0025976,0.358925878355707,0.4783170348679782
10098,BC051142,0.91720843,0.4354496,0.35908599605705793,0.4784945897451438
10099,AC168977.1,0.91611785,0.77236116,0.3596577618002047,0.4790771653104575
10100,Slc25a43,0.91596204,0.317724,0.3597376688846471,0.4790798844917359
10101,Liph,0.91473764,0.17776792,0.36037983250466643,0.47964443013110786
10102,Caskin2,0.9140139,0.12637344,0.36076410304090156,0.48011970348620914
10103,Gm45774,0.91375387,1.8230051,0.3609313799379149,0.48027050630895457
10104,Btbd19,0.9137037,0.24586669,0.36092329528134703,0.48027050630895457
10105,Acnat2,0.91338646,0.64803094,0.36109100452750587,0.480446993615608
10106,Cfap43,0.9132052,0.135206,0.36118833395517425,0.4805405743629645
10107,Tsku,0.91276777,0.5000684,0.3614161245854367,0.48069991912282545
10108,Akap13,0.91258407,0.06563257,0.36151704661186645,0.48076230330154823
10109,Zkscan14,0.9120204,0.14415514,0.3618087579964091,0.4810783515601765
10110,Cstad,0.91188633,0.42925525,0.36188212331842795,0.4811399607908588
10111,Noct,0.9118043,0.112008385,0.36192481930645737,0.481160787486365
10112,Stab2,0.91163445,1.0629942,0.3620286230479196,0.4812628446790866
10113,Gm5741,0.9112763,1.0572891,0.36220534996091724,0.4814258683769659
10114,Cntln,0.9111339,0.11648267,0.36227743502924037,0.4814857271351063
10115,Tex26,0.9107417,1.7598995,0.36251374832919436,0.4817278626546965
10116,Zfp653,0.910447,0.1463392,0.36264311849698505,0.48177213691363346
10117,Gm42918,0.91020113,1.1733222,0.36278135080313745,0.48190358539521244
10118,Dhx30,0.9100857,0.06424854,0.3628327040142064,0.48193583549383434
10119,Cables1,0.90999997,0.17186151,0.36287411563418237,0.4819421996565626
10120,Gngt1,0.90991795,0.5485737,0.3629187215840767,0.4819421996565626
10121,Olfr1388,0.90948766,1.4677048,0.36315845419999626,0.4822245792435608
10122,Gm15952,0.90932065,0.21803325,0.36323206506603756,0.4822863462759562
10123,BC024063,0.90911037,0.2029425,0.36334164006279146,0.48236648649515157
10124,Zfp459,0.9088896,0.20254138,0.36345841444339033,0.4824537903402083
10125,Tac1,0.9086228,0.6000803,0.363606546584321,0.4825675909037365
10126,Cstf2t,0.9080558,0.0949045,0.363901534398427,0.4828527024185654
10127,Mettl24,0.9074001,0.5282495,0.3642571255490883,0.4832508634399472
10128,Cyb561a3,0.9062782,0.9811309,0.3648491204076656,0.48381988700413076
10129,Ginm1,0.9059575,0.069436796,0.365010877249195,0.4839983324669004
10130,Pfn3,0.90587467,1.7283621,0.3650827293903177,0.4840475182754359
